"iid","sv","sd","vtyp","sno","sna","sip","tot","sbi","bemp","sna_sbi_bemp","sarea","mday_num","mday_time","lat","lng","ar","sareaen","snaen","aren","nbcnt","act"
"628","1","20141030094729","1","178","延平國宅","","32","4","26","延平國宅
有車4
有空位26","士林區","20150720182526","42205.452777778","25.078908","121.510306","延平北路五段一巷40號前","Shilin Dist.","Yanping Public Housing","No.40, Ln. 1, Sec. 5, Yanping N. Rd.","0","1"
"629","1","20141030094833","1","179","南港公園","","52","7","44","南港公園
有車7
有空位44","南港區","20150720182526","42205.452777778","25.041278","121.590885","福德街383號對面(南港公園出口前)","Nangang Dist.","Nangang Park","No.383, Fude St.","0","1"
"630","1","20141031110803","1","180","福華商場","","40","12","26","福華商場
有車12
有空位26","內湖區","20150720182526","42205.452777778","25.06877","121.592654","民權東路六段/民權東路六段180巷(石潭平面停車場內)","Neihu Dist.","Fuhua Market","Sec. 6, Minquan E. Rd./Ln. 180, Sec. 6, Minquan E. Rd.","0","1"
"634","1","20141111160402","1","181","建國和平路口","","52","7","45","建國和平路口
有車7
有空位45","大安區","20150720182526","42205.452777778","25.02585","121.537383","建國南路二段/和平東路二段(西北側)","Daan Dist.","JianGuo & Heping Intersection","Sec. 2, Jianguo S. Rd./Sec. 2, Heping E. Rd.","0","1"
"636","1","20141117144914","1","182","捷運古亭站(2號出口)","","50","26","22","捷運古亭站(2號出口)
有車26
有空位22","中正區","20150720182526","42205.452777778","25.0253","121.523537","羅斯福路二段/羅斯福路二段174巷(捷運古亭站2號出口前)","Zhongzheng Dist.","MRT Guting Sta. (Exit 2)","Sec. 2, Roosevelt Rd./Ln. 174, Sec. 2, Roosevelt Rd.","0","1"
"638","1","20141125174446","1","183","圓環站","","38","16","22","圓環站
有車16
有空位22","大同區","20150720182526","42205.452777778","25.053884","121.514549","南京西路/重慶北路一段(東南側)","Datong Dist.","Yuanhuan","Nanjing W. Rd./Sec. 1, Chongqing N. Rd.","0","1"
"639","1","20141125174609","1","184","劍潭社區","","42","20","22","劍潭社區
有車20
有空位22","中山區","20150720182526","42205.452777778","25.084759","121.537892","通北街143號前","Zhongshan Dist.","Jiantan Community","No.143, Tongbei St.","0","1"
"640","1","20141125174723","1","185","瑠公公園","","30","21","9","瑠公公園
有車21
有空位9","大安區","20150720182526","42205.452777778","25.042342","121.54605","大安路一段/大安路一段75巷(西側)","Daan Dist.","LiuGong Park","Ln. 75, Sec. 1/Ln. 75, Sec. 1, Da’an Rd.","0","1"
"641","1","20141125174902","1","186","臺北市立大學","","82","36","45","臺北市立大學
有車36
有空位45","中正區","20150720182526","42205.452777778","25.035414","121.514218","愛國西路/公園路(西北側)","Zhongzheng Dist.","University of Taipei","Aiguo W. Rd./Gongyuan Rd.","0","1"
"642","1","20141125175954","1","187","仁愛延吉街口","","34","5","29","仁愛延吉街口
有車5
有空位29","大安區","20150720182526","42205.452777778","25.037465","121.555769","仁愛路四段/延吉街(東南側)","Daan Dist.","Renai & Yanji Intersection","Sec. 4, Ren’ai Rd./Yanji St.","0","1"
"643","1","20141125180200","1","188","社子國小","","60","20","39","社子國小
有車20
有空位39","士林區","20150720182526","42205.452777778","25.090293","121.50189","延平北路六段/社中街(社子國小對面跨提便道橋下)","Shilin Dist.","Taipei Municipal Shezi Elementary School","Sec. 6, Yanping N. Rd./Shezhong St.","0","1"
"644","1","20141125180308","1","189","金瑞公園(金龍路)","","38","20","18","金瑞公園(金龍路)
有車20
有空位18","內湖區","20150720182526","42205.452777778","25.087848","121.587821","金龍路213巷1弄7號前","Neihu Dist.","JinRui Park","No.7, Aly. 1, Ln. 213, Jinlong Rd.","0","1"
"645","1","20141125180523","1","190","捷運大直站(3號出口)","","52","20","32","捷運大直站(3號出口)
有車20
有空位32","中山區","20150720182526","42205.452777778","25.079278","121.546683","北安路458巷41弄/北安路536巷(捷運大直站3號出口前人行道)","Zhongshan Dist.","MRT Dazhi Sta. (Exit 3)","Aly. 41, Ln. 458, Bei’an Rd./Ln. 536, Bei’an Rd.","0","1"
"646","1","20141125180700","1","191","捷運大湖公園站(2號出口)","","58","32","25","捷運大湖公園站(2號出口)
有車32
有空位25","內湖區","20150720182526","42205.452777778","25.083945","121.601854","成功路五段/大湖山莊街(大湖公園地下停車場旁)","Neihu Dist.","MRT Dahu Park Sta. (Exit 2)","Sec. 5, Chenggong Rd./Dahu Shanzhuang St.","1","1"
"647","1","20141125180839","1","192","捷運葫洲站(1號出口)","","44","31","11","捷運葫洲站(1號出口)
有車31
有空位11","內湖區","20150720182526","42205.452777778","25.072485","121.607955","康寧路三段/成功路五段450巷21弄(西北側)(捷運葫洲站1號出口前自行車停放區)","Neihu Dist.","MRT Huzhou Sta. (Exit 1)","Sec. 3, Kangning Rd./Aly. 21, Ln. 450, Sec. 5, Chenggong Rd.","0","1"
"610","1","20141028183638","1","1029","仁愛公園","","60","9","49","仁愛公園
有車9
有空位49","永和區","20150720182526","42205.452777778","25.009838","121.505825","仁愛路/保生路","Yonghe Dist.","Renai Park","Ren’ai Rd./Baosheng Rd.","0","1"
"648","1","20141125181100","1","193","舊莊區民活動中心","","36","14","22","舊莊區民活動中心
有車14
有空位22","南港區","20150720182526","42205.452777778","25.041277","121.61935","舊莊街一段91巷/舊莊街一段91巷12弄(舊莊區民活動中心前)","Nangang Dist.","Jiuzhuang Recreation Center","Ln. 91, Sec. 1, Jiuzhuang St./Aly. 12, Ln. 91, Sec. 1, Jiuzhuang St.","0","1"
"650","1","20141125181425","1","195","信義杭州路口(中華電信總公司)","","50","2","48","信義杭州路口(中華電信總公司)
有車2
有空位48","中正區","20150720182526","42205.452777778","25.035851","121.523987","信義路一段/杭州南路一段(西北側)","Zhongzheng Dist.","Xinyi Hangzhou Intersection(Chunghwa Telecom)","Sec. 1, Xinyi Rd./Sec. 1, Hangzhou S. Rd.","0","1"
"658","1","20141125211302","1","196","新湖國小","","24","9","15","新湖國小
有車9
有空位15","內湖區","20150720182526","42205.452777778","25.068744","121.589233","民權東路六段/成功路二段320巷31弄(東南側)","Neihu Dist.","Xinhu Elementary School","Sec. 6, Minquan E. Rd./Aly. 31, Ln. 320, Sec. 2, Chenggong Rd.","0","1"
"535","1","20140429102552","1","1001","大鵬華城","","38","10","28","大鵬華城
有車10
有空位28","新店區","20150720182526","42205.452777778","24.99116","121.53398","新北市新店區中正路700巷3號","Xindian Dist.","Dapeng Community","No. 3, Lane 700 Chung Cheng Road, Xindian District","0","1"
"539","1","20140429103621","1","1005","裕隆公園","","40","5","34","裕隆公園
有車5
有空位34","新店區","20150720182526","42205.452777778","24.979649","121.546319","寶中路/品牌路口(東南側)","Xindian Dist.","Yulon Park","","0","1"
"540","1","20140429103905","1","1006","捷運大坪林站","","32","19","13","捷運大坪林站
有車19
有空位13","新店區","20150720182526","42205.452777778","24.983977","121.541721","寶安街/寶安街58巷(西北側)","Xindian Dist.","MRT Dapinglin Sta.","Bao'an St./Ln. 58,Bao'an St","0","1"
"573","1","20140728142622","1","1007","汐科火車站(北)","","34","18","16","汐科火車站(北)
有車18
有空位16","汐止區","20150720182526","42205.452777778","25.064106","121.653019","大同路二段184巷/龍安路202巷(西側)(汐科火車站北站出口前)","Xizhi Dist.","Xike Railway Station(North)","Ln. 184,Sec. 2, Datong Rd./Ln. 202,Long’an Rd.","0","1"
"579","1","20140918085945","1","1008","興華公園","","40","19","19","興華公園
有車19
有空位19","三重區","20150720182526","42205.452777778","25.060125","121.483101","重陽路一段120巷/中華路2巷","Sanchong Dist.","Xinghua Park","Ln. 120, Sec. 1, Chongyang Rd./Ln. 2, Zhonghua Rd.","0","1"
"580","1","20140918105711","1","1009","三重國民運動中心","","68","1","65","三重國民運動中心
有車1
有空位65","三重區","20150720182526","42205.452777778","25.054391","121.488489","集美街/重新路四段184巷","Sanchong Dist.","San chong Civil Sports Center","Jimei St., Sanchong Dist./Ln. 184, Sec. 4, Chongxin Rd.","2","1"
"581","1","20140918105918","1","1010","捷運三重站(3號出口)","","34","10","23","捷運三重站(3號出口)
有車10
有空位23","三重區","20150720182526","42205.452777778","25.055883","121.484739","捷運路/捷運路37巷","Sanchong Dist.","MRT Sanchong Sta. (Exit 3)","Jieyun Rd./Ln. 37, Jieyun Rd.","0","1"
"582","1","20140918110056","1","1011","樟樹國小","","48","23","24","樟樹國小
有車23
有空位24","汐止區","20150720182526","42205.452777778","25.066688","121.640367","樟樹二路/樟樹一路141巷","Xizhi Dist.","Zhangshu Elementary School","Zhangshu 2nd Rd./Ln. 141, Zhangshu 1st Rd.","0","1"
"583","1","20140918110302","1","1012","金龍國小","","52","11","41","金龍國小
有車11
有空位41","汐止區","20150720182526","42205.452777778","25.0688","121.628908","中興路/民族六街","Xizhi Dist.","Jinlong Elementary School","Zhongxing Rd./Minzu 6th St.","0","1"
"584","1","20140918110433","1","1013","白雲國小","","46","4","40","白雲國小
有車4
有空位40","汐止區","20150720182526","42205.452777778","25.047578","121.618888","民權街二段90號","Xizhi Dist.","Pai Yun Primary School","No.90, Sec. 2, Minquan St.","0","1"
"585","1","20140918110612","1","1014","東勢宜興活動中心","","52","1","50","東勢宜興活動中心
有車1
有空位50","汐止區","20150720182526","42205.452777778","25.039031","121.624333","東勢街/芳園街","Xizhi Dist.","Yixing-Dongshi Civic Center","Dongshi St./Fangyuan St.","0","1"
"595","1","20141021130950","1","1015","後港公園","","40","8","29","後港公園
有車8
有空位29","新莊區","20150720182526","42205.452777778","25.025358","121.428348","建安街/建安街57巷","Xinzhuang Dist.","@ougang Park","Ln. 57, Jian’an St./Jian’an St.","0","1"
"596","1","20141021131145","1","1016","福營行政中心","","42","18","23","福營行政中心
有車18
有空位23","新莊區","20150720182526","42205.452777778","25.024125","121.42387","四維路17號-20號","Xinzhuang Dist.","Fuying Administration Center","No.17, Siwei Rd./No.20, Siwei Rd.","0","1"
"597","1","20141021131407","1","1017","西盛公園","","36","17","16","西盛公園
有車17
有空位16","新莊區","20150720182526","42205.452777778","25.017113","121.428048","新莊區西盛街/西盛街201巷","Xinzhuang Dist.","Xisheng Park","Xisheng St./Ln. 201, Xisheng St.","0","1"
"598","1","20141021131528","1","1018","忠誠里(北新路2段97巷)","","40","2","38","忠誠里(北新路2段97巷)
有車2
有空位38","新店區","20150720182526","42205.452777778","24.974272","121.542779","北新路二段/北新路二段97巷","Xindian Dist.","Zhongcheng Village (Ln. 97, Sec. 2, Beixin Rd)","Sec. 2, Beixin Rd./Ln. 97, Sec. 2, Beixin Rd.","0","1"
"600","1","20141021134043","1","1020","重陽國小","","42","5","33","重陽國小
有車5
有空位33","三重區","20150720182526","42205.452777778","25.066245","121.484337","中正北路/三民街175巷","Sanchong Dist.","Chong Yang Elementary School","Zhongzheng N. Rd./Ln. 175, Sanmin St.","3","1"
"601","1","20141021134207","1","1021","明志國中","","50","15","32","明志國中
有車15
有空位32","三重區","20150720182526","42205.452777778","25.063396","121.488982","中正北路107號","Sanchong Dist.","Mingzhi Junior High School","No.107, Zhongzheng N. Rd","0","1"
"602","1","20141021134300","1","1022","三重商工","","64","13","46","三重商工
有車13
有空位46","三重區","20150720182526","42205.452777778","25.068681","121.480705","中正北路/中正北路276巷","Sanchong Dist.","San-Chung Commercial and Industrial Vocational High School","Ln. 276, Zhongzheng N. Rd.","0","1"
"603","1","20141021134415","1","1023","捷運新莊站(1號出口)","","60","22","37","捷運新莊站(1號出口)
有車22
有空位37","新莊區","20150720182526","42205.452777778","25.036152","121.452069","中正路/中華路一段","Xinzhuang Dist.","MRT Xinzhuang Sta. (Exit 1)","Zhongzheng Rd./Sec. 1, Zhonghua Rd.","0","1"
"604","1","20141021134521","1","1024","原興廣場","","52","30","19","原興廣場
有車30
有空位19","汐止區","20150720182526","42205.452777778","25.065042","121.633149","原興路/中興路150巷","Xizhi Dist.","Yuan Xing Square","Yuanxing Rd./Ln. 150, Zhongxing Rd.","0","1"
"612","1","20141028184125","1","1031","金龍公園","","52","8","43","金龍公園
有車8
有空位43","汐止區","20150720182526","42205.452777778","25.069473","121.631525","湖前街31巷2弄/湖前街31巷","Xizhi Dist.","Jinlong Park","Aly. 2, Ln. 31, Huqian St./Ln. 31, Huqian St.","1","1"
"613","1","20141028184508","1","1032","重陽公園","","50","14","36","重陽公園
有車14
有空位36","蘆洲區","20150720182526","42205.452777778","25.085688","121.483618","集賢路221巷重陽活動中心","Luzhou Dist.","Chong Yang Park","Ln. 221, Jixian Rd.","0","1"
"614","1","20141028184609","1","1033","捷運三民高中站(1號出口)","","78","2","74","捷運三民高中站(1號出口)
有車2
有空位74","蘆洲區","20150720182526","42205.452777778","25.085815","121.472722","三民路105號","Luzhou Dist.","MRT Sanmin Senior High School Sta. (Exit 1)","No.105, Sanmin Rd.","0","1"
"616","1","20141028184850","1","1035","丹鳳派出所","","38","16","22","丹鳳派出所
有車16
有空位22","新莊區","20150720182526","42205.452777778","25.027694","121.414662","雙鳳路77巷丹鳳派出所前","Xinzhuang Dist.","Danfeng Police Substation","Ln. 77, Shuangfeng Rd.(Danfeng Police Station)","0","1"
"617","1","20141028184935","1","1036","小金門友誼公園","","60","38","21","小金門友誼公園
有車38
有空位21","新店區","20150720182526","42205.452777778","24.977227","121.53814","民族路/建興街","Xindian Dist.","Little Kinmen Park","Jianxing St.","0","1"
"618","1","20141028185026","1","1037","中興寶橋路口","","52","12","35","中興寶橋路口
有車12
有空位35","新店區","20150720182526","42205.452777778","24.97618","121.54687","中興路三段1號旁","Xindian Dist.","Zhongxing & Baoqiao Intersection　","No.1, Sec. 3, Zhongxing Rd.","0","1"
"631","1","20141106143027","1","1038","新莊棒球場","","38","26","12","新莊棒球場
有車26
有空位12","新莊區","20150720182526","42205.452777778","25.041603","121.446053","和興街75號/復興路一段23號","Xinzhuang Dist.","Xinzhuang Baseball Court","No.75, Hexing St./No.23, Sec. 1, Fuxing Rd.","0","1"
"637","1","20141118102318","1","1039","頂溪國小","","50","1","39","頂溪國小
有車1
有空位39","永和區","20150720182526","42205.452777778","25.015811","121.511261","文化路133號(西側)","Yonghe Dist.","Tinghsi Elementary School","No.133, Wenhua Rd.","0","1"
"651","1","20141125182230","1","1040","永和國小","","38","6","32","永和國小
有車6
有空位32","永和區","20150720182526","42205.452777778","25.002272","121.517442","中正路390號至426號對面","Yonghe Dist.","Yonghe Elementary School","No.390 to No.426, Zhongzheng Rd.(opposite)","0","1"
"652","1","20141125182421","1","1041","秀朗國小","","46","10","34","秀朗國小
有車10
有空位34","永和區","20150720182526","42205.452777778","24.999392","121.522843","民生路15號至23號對面","Yonghe Dist.","Xiu Lang Elementary School","No.15 to No.23, Minsheng Rd.(opposite)","0","1"
"654","1","20141125191343","1","1043","捷運頂溪站(1號出口)","","36","7","24","捷運頂溪站(1號出口)
有車7
有空位24","永和區","20150720182526","42205.452777778","25.012176","121.515271","中興街1號對面","Yonghe Dist.","MRT Dingxi Sta. (Exit 1)","No.1, Zhongxing St.(opposite)","2","1"
"655","1","20141125191621","1","1044","保安永平路口","","42","9","33","保安永平路口
有車9
有空位33","永和區","20150720182526","42205.452777778","25.012691","121.506471","保安路248號至250號對面","Yonghe Dist.","Bao'an & Yongping Intersection","No.248 to No.250, Bao’an Rd.","0","1"
"657","1","20141125192433","1","1046","新店高中","","42","4","34","新店高中
有車4
有空位34","新店區","20150720182526","42205.452777778","24.974181","121.534209","三民路159巷/三民路108號(對面人行道)","Xindian Dist.","Hsin Tien Senior High School","Ln. 159, Sanmin Rd./ No.108, Sanmin Rd.","1","1"
"659","1","20141125211735","1","1047","新莊文化藝術中心","","48","6","42","新莊文化藝術中心
有車6
有空位42","新莊區","20150720182526","42205.452777778","25.04715","121.444453","中平路133號前","Xinzhuang Dist.","Xinzhuang Culture and Arts Center","No.133, Zhongping Rd.","0","1"
"660","1","20141126084412","1","1048","中華中原路口","","58","19","38","中華中原路口
有車19
有空位38","新莊區","20150720182526","42205.452777778","25.054232","121.451752","中原路/中華路二段","Xinzhuang Dist.","Zhonghua & Zhongyuan Intersection","Zhongyuan Rd./Sec. 2, Zhonghua Rd","0","1"
"662","1","20141127203020","1","1049","新北高中","","60","0","56","新北高中
有車0
有空位56","三重區","20150720182526","42205.452777778","25.087225","121.489525","三信路1號旁","Sanchong Dist.","New Taipei Senior High School","No.1, Sanxin Rd.","0","1"
"664","1","20141211161027","1","1050","福壽公園","","36","2","29","福壽公園
有車2
有空位29","新莊區","20150720182526","42205.452777778","25.051829","121.457746","福壽街130號至140號(對面福壽公園)","Xinzhuang Dist.","Fushou Park","No.130 to No.140, Fushou St.","0","1"
"667","1","20141211161603","1","1053","永平高中","","34","4","28","永平高中
有車4
有空位28","永和區","20150720182526","42205.452777778","25.010163","121.509358","永平路/永平路203巷口(靠學校圍牆路側)","Yonghe Dist.","Yong-Ping High School","Yongping Rd./Ln. 203, Yongping Rd.","0","1"
"668","1","20141211161727","1","1054","惠國市場","","36","12","24","惠國市場
有車12
有空位24","新店區","20150720182526","42205.452777778","24.970415","121.543384","中正路75巷至中正路95巷間","Xindian Dist.","Huiguo Market","Ln. 75 to Ln. 95 , Zhongzheng Rd.","0","1"
"669","1","20141211161852","1","1055","陽光橋","","40","29","10","陽光橋
有車29
有空位10","新店區","20150720182526","42205.452777778","24.978494","121.524176","溪園路/中山路","Xindian Dist.","Sunshine Bridge","Xiyuan Rd./Zhongshan Rd.","0","1"
"670","1","20141211162021","1","1056","中興寶慶街口","","50","22","26","中興寶慶街口
有車22
有空位26","新店區","20150720182526","42205.452777778","24.986942","121.54195","中興路三段/寶慶街","Xindian Dist.","Zhongxing & Baoqing Intersection","Sec. 3, Zhongxing Rd./Baoqing St.","1","1"
"671","1","20141216110644","1","1057","東方科學園區","","52","0","50","東方科學園區
有車0
有空位50","汐止區","20150720182526","42205.452777778","25.061262","121.649512","新台五路一段90-116號","Xizhi Dist.","Oriental Science Park","No.90 to No.116, Sec. 1, Xintai 5th Rd.","0","1"
"673","1","20141216111135","1","1059","青山國民中小學","","50","14","36","青山國民中小學
有車14
有空位36","汐止區","20150720182526","42205.452777778","25.061034","121.655586","莊敬街33號","Xizhi Dist.","Qingshan Elementary and Junior High School","No.33, Zhuangjing St.","0","1"
"674","1","20141216111241","1","1060","汐止區綜合運動場","","44","22","22","汐止區綜合運動場
有車22
有空位22","汐止區","20150720182526","42205.452777778","25.066238","121.659067","汐科路/秀峰路","Xizhi Dist.","Xizhi Sports Field","Xike Rd./Xiufeng Rd.","0","1"
"675","1","20141216111342","1","1061","汐止公園","","52","1","49","汐止公園
有車1
有空位49","汐止區","20150720182526","42205.452777778","25.067682","121.659763","大同路二段451號","Xizhi Dist.","Xizhi Park","No.451, Sec. 2, Datong Rd.","0","1"
"676","1","20141216111457","1","1062","保順環河西路口","","58","18","39","保順環河西路口
有車18
有空位39","永和區","20150720182526","42205.452777778","25.010786","121.503376","保順環河西路口","Yonghe Dist.","Baoshun & Huanhe W. Intersection","Baoshun & Huanhe W. Intersection","1","1"
"677","1","20141216111603","1","1063","台灣科學園區","","40","4","35","台灣科學園區
有車4
有空位35","汐止區","20150720182526","42205.452777778","25.0579","121.634899","大同路一段237號前空地","Xizhi Dist.","Taiwan Science Park","No.237, Sec. 1, Datong Rd.","0","1"
"678","1","20141216111705","1","1064","中正國小","","32","11","19","中正國小
有車11
有空位19","新店區","20150720182526","42205.452777778","24.971496","121.536296","三民路36號-42-1號前機車格","Xindian Dist.","Chung Cheng Elementary School","No. 36 to No.42-1, Sanmin Rd.","0","1"
"679","1","20141216111758","1","1065","開元市民活動中心","","42","21","19","開元市民活動中心
有車21
有空位19","三重區","20150720182526","42205.452777778","25.066074","121.503557","開元街58號/長元街65巷16弄對面","Sanchong Dist.","Kaiyuan Civic Activity Center","No.58, Kaiyuan St./Aly. 16, Ln. 65, Changyuan St. (opposite)","2","1"
"730","1","20150401095109","1","1104","聯合醫院板橋院區","","34","18","16","聯合醫院板橋院區
有車18
有空位16","板橋區","20150720182526","42205.452777778","25.023832","121.457773","龍泉街131號旁人行道(立體停車場前)","Banqiao Dist.","New Taipei City Hospital Banqiao Branch","No.131, Longquan St.","0","1"
"684","1","20141225182228","1","1068","二重國中","","70","15","50","二重國中
有車15
有空位50","三重區","20150720182526","42205.452777778","25.065957","121.480465","忠孝路三段75巷1號至忠孝路三段75巷11號(對面人行道)","Sanchong Dist.","Er Chung Junior High School","No.1, Ln. 75, Sec. 3, Zhongxiao Rd. to No.11, Ln. 75, Sec. 3, Zhongxiao Rd. (opposite)","0","1"
"686","1","20141227132451","1","1070","新北市立圖書館三重分館","","50","14","36","新北市立圖書館三重分館
有車14
有空位36","三重區","20150720182526","42205.452777778","25.066099","121.495529","自強路一段162號至自強路一段二弄4號(對面停車場)","Sanchong Dist.","New Taipei City Library Sanchong Branch","No.162, Sec. 1, Ziqiang Rd. to No.4, Aly. 2, Sec. 1, Ziqiang Rd. (opposite)","0","1"
"687","1","20000101000000","1","1071","三張公園","","40","25","15","三張公園
有車25
有空位15","三重區","20150720182526","42205.452777778","25.070507","121.490935","大智街127號至大智路137號(對面三張公園)","Sanchong Dist.","Sanzhang Park","No.127, Dazhi St. to No.137, Dazhi St. (opposite)","0","1"
"692","1","20150114114343","1","1072","捷運丹鳳站(1號出口)","","46","24","21","捷運丹鳳站(1號出口)
有車24
有空位21","新莊區","20150720182526","42205.452777778","25.029032","121.422799","中正路/民安路","Xinzhuang Dist.","MRT Danfeng Sta. (Exit 1)","Zhongzheng Rd./Min’an Rd","0","1"
"693","1","20150114115044","1","1073","永福橋","","50","12","38","永福橋
有車12
有空位38","永和區","20150720182526","42205.452777778","25.010032","121.524184","豫溪街217巷27號對面人行道","Yonghe Dist.","Yongfu Bridge","No.27, Ln. 217, Yuxi St. (opposite)","0","1"
"694","1","20150114123708","1","1074","中港國小","","50","27","22","中港國小
有車27
有空位22","新莊區","20150720182526","42205.452777778","25.046418","121.447639","中和街62號對面","Xinzhuang Dist.","Zhonggang Elementary School","No.62, Zhonghe St. (opposite)","0","1"
"698","1","20150123135305","1","1075","六合公園","","40","25","15","六合公園
有車25
有空位15","三重區","20150720182526","42205.452777778","25.069499","121.487588","自強路二段74巷27號對面","Sanchong Dist.","Liuhe Park","No.27, Ln. 74, Sec. 2, Ziqiang Rd. (opposite)","0","1"
"699","1","20150126112425","1","1076","正義公園","","52","1","47","正義公園
有車1
有空位47","三重區","20150720182526","42205.452777778","25.068551","121.497818","文化北路101號至119號對面","Sanchong Dist.","Zhengyi Park","No.101 to No. 119, Wenhua N. Rd. (opposite)","1","1"
"700","1","20150128101224","1","1077","捷運徐匯中學站(1號出口)","","56","8","43","捷運徐匯中學站(1號出口)
有車8
有空位43","蘆洲區","20150720182526","42205.452777778","25.080468","121.479852","中山一路3號(捷運徐匯中學站1號出口旁)","Luzhou Dist.","MRT St.Ignatius High School Sta. (Exit 1)","No.3, Zhongshan 1st Rd.","0","1"
"701","1","20150128101530","1","1078","黃城公園","","38","20","18","黃城公園
有車20
有空位18","新莊區","20150720182526","42205.452777778","25.052382","121.448239","新莊區中信街74號旁","Xinzhuang Dist.","Huangcheng Park","No.74, Zhongxin St.","0","1"
"702","1","20150128101742","1","1079","捷運菜寮站(3號出口)","","30","4","25","捷運菜寮站(3號出口)
有車4
有空位25","三重區","20150720182526","42205.452777778","25.060471","121.492198","重新路三段67號旁","Sanchong Dist.","MRT Cailiao Sta. (Exit 3)","No.67, Sec. 3, Chongxin Rd.","0","1"
"703","1","20150128101900","1","1080","捷運三和國中站(1號出口)","","48","7","40","捷運三和國中站(1號出口)
有車7
有空位40","三重區","20150720182526","42205.452777778","25.075881","121.487795","三和路四段95號至97號對面(捷運三和國中站1號出口)","Sanchong Dist.","MRT Sanhe Junior High School Sta.","No.95 to N0. 97, Sec. 4, Sanhe Rd. (opposite)","0","1"
"704","1","20150128102152","1","1081","中和國民運動中心","","50","8","41","中和國民運動中心
有車8
有空位41","中和區","20150720182526","42205.452777778","24.993477","121.487692","和城路一段/中正二橋","Zhonghe Dist.","Zhonghe Civil Sports Center","Sec. 1, Hecheng Rd./  Zhongzheng Second Bridge ","0","1"
"706","1","20150209163148","1","1082","四維公園","","40","13","26","四維公園
有車13
有空位26","新莊區","20150720182526","42205.452777778","25.021308","121.422185","四維路181號對面(四維活動中心出口前)","Xinzhuang Dist.","Siwei Park","No.181, Siwei Rd. (opposite)","0","1"
"707","1","20150209163507","1","1083","蘆洲國民運動中心","","42","8","26","蘆洲國民運動中心
有車8
有空位26","蘆洲區","20150720182526","42205.452777778","25.091945","121.461613","長興路237巷/長興路","Luzhou Dist.","Luzhou Civil Sports Center","Ln. 237, Changxing Rd./Changxing Rd.","0","1"
"708","1","20150209163839","1","1084","和平公園","","36","16","17","和平公園
有車16
有空位17","三重區","20150720182526","42205.452777778","25.070884","121.485712","忠孝路二段/忠孝路二段32巷","Sanchong Dist.","Helping Park","Zhongxiao Rd./Ln. 32, Sec. 2, Zhongxiao Rd.","0","1"
"709","1","20150209163942","1","1085","三重綜合體育館","","52","38","12","三重綜合體育館
有車38
有空位12","三重區","20150720182526","42205.452777778","25.061446","121.491926","新北大道一段1號前人行道","Sanchong Dist.","Sanchong Sports Center","No.1, Sec. 1, New Taipei Blvd.","0","1"
"710","1","20150209164042","1","1086","信義公園","","36","6","28","信義公園
有車6
有空位28","三重區","20150720182526","42205.452777778","25.064804","121.498749","信義西街18號對面人行道","Sanchong Dist.","Xinyi Park","No.18, Xinyi W. St. (opposite)","0","1"
"712","1","20150309175045","1","1088","秀得里(成功路二段)","","28","3","25","秀得里(成功路二段)
有車3
有空位25","永和區","20150720182526","42205.452777778","25.000705","121.526729","成功路二段28號至34號","Yonghe Dist.","Xiu de Village (Chenggong Rd. Sec. 2)","No.28 to No.34, Sec. 2, Chenggong Rd.","0","1"
"713","1","20150309175327","1","1089","永平公園","","44","36","7","永平公園
有車36
有空位7","蘆洲區","20150720182526","42205.452777778","25.089987","121.459424","永樂街38巷42弄公園人行道(永平市場南側)","Luzhou Dist.","Yongping Park","Aly. 42, Ln. 38, Yongle St.","0","1"
"714","1","20150309175551","1","1090","永康公園","","30","20","10","永康公園
有車20
有空位10","蘆洲區","20150720182526","42205.452777778","25.084764","121.458733","長安街220巷6號對面人行道","Luzhou Dist.","Yongkang Park","No.6, Ln. 220, Chang’an St. (opposite)","0","1"
"715","1","20150309175712","1","1091","頭前運動公園","","50","16","25","頭前運動公園
有車16
有空位25","新莊區","20150720182526","42205.452777778","25.05218","121.462124","頭成街165號對面人行道","Xinzhuang Dist.","Touqian Sports Park","No.165, Toucheng St. (opposite)","1","1"
"718","1","20150316164117","1","1094","聯邦公園","","48","8","40","聯邦公園
有車8
有空位40","三重區","20150720182526","42205.452777778","25.064447","121.48371","三民街/中華路","Sanchong Dist.","Lian Bang Park","Sanmin St./Zhonghua Rd.","0","1"
"719","1","20150316164358","1","1095","捷運蘆洲站","","52","0","51","捷運蘆洲站
有車0
有空位51","蘆洲區","20150720182526","42205.452777778","25.091637","121.464031","三民路/中正路口","Luzhou Dist.","MRT Luzhou Sta.","Sanmin Rd./Zhongzheng Rd.","0","1"
"722","1","20150323161457","1","1096","集成成功路口","","32","1","29","集成成功路口
有車1
有空位29","三重區","20150720182526","42205.452777778","25.051542","121.488208","集成路2號至8號前人行道","Sanchong Dist.","Ji Cheng Cheng Gong Intersection","No.2 to No.8, Jicheng Rd.","0","1"
"724","1","20150323162327","1","1098","永安公園","","38","25","13","永安公園
有車25
有空位13","板橋區","20150720182526","42205.452777778","25.024786","121.477397","雙十路一段25號前人行道","Banqiao Dist.","Yongan Park","No.25, Sec. 1, Shuangshi Rd.","0","1"
